index,true_label,predicted_label,confidence,predicted_proba,text
1323,0,1,0.969,0.969,"Oh da musst du mal die gegendemo hören, was die brüllen geht noch weniger.aber das wird ja nicht gehört und von den medien verschwiegen!und Fäkalsprache wird ja auch hier von den sogenannten Gutmenschen gebraucht, mal alles lesen!und wer lesen und denken kann ist im Vorteil!"
199,1,0,0.9688,0.9688,[@URL]                auf der rechten Seite könnt ihr abstimmen: Schwesig: „Linksextremismus ist ein aufgebauschtes Problem“. Hat sie recht?
675,0,1,0.9604,0.9604,"...und nun machen die Länder, aus denen DIE kommen dicht...von wegen - Grenzen nicht schliessen...KEINER will DIE mehr haben - Danke Frau Merkel...!!! ...weg mit dieser VolksVerräterVerrücktenRegierung...!!!"
902,0,1,0.96,0.96,"so muss das aussehen wie in ungarn. aber hier werden sie in wohnsiedlungen usw. gebracht...damit wir deutschen denen näher sind und freundschaften schliessen...mal zum kaffee einladen und schach spielen, messer werfen..."
1233,0,1,0.9585,0.9585,Wir brauchen diese Leute unbedingt in Deutschland ??
341,0,1,0.9575,0.9575,Wem es nicht passt - einfach zurück in die Heimat!
438,1,0,0.9575,0.9575,Siegfried Meyer .  Ich stimme zu. Gemeinsam gegen TTIP! Der Feind meines Feindes ist mein Freund! Jedenfalls temporär!
876,1,0,0.957,0.957,"Man sollte den Artikel auch lesen!! Das hat Pegida sarkastisch gemeint. Niemand hat einen rechtsradikalen Hintergrund gewittert. Zitat:   ""Wir gehen von einer Auseinandersetzung unter Heimbewohnern aus und können einen politisch motivierten Hintergrund ausschließen"""
583,0,1,0.953,0.953,Theo Brenner Suchen Sie mal einen Pathologen auf damit er Ihren Hirntod bestätigt !
503,0,1,0.952,0.952,Macht  weiter so. ....
322,1,0,0.952,0.952,"Allen, die argumentieren, es gäbe ja nur wenige Muslime in bestimmten Regionen oder sie seien allgemein eine Minderheit, sei gesagt, dass eine Islamisierung nicht von der Anzahl der Muslime abhängt, sondern: ""Islamisierung drückt nach unserem Verständnis die wachsende Bereitschaft des nichtislamischen bzw. des säkular geprägten Teils der Gesellschaft aus, den angeblichen, vermuteten oder wirklichen Bedürfnissen der Muslime stärker Raum zu geben als dies sonst bei anderen bzw. überhaupt bei Religionen der Fall wäre, und zugleich in stärkerem Maße, als es proportional dem muslimischen Bevölkerungsanteil entspricht. In diesem Sinne ist unter Islamisierung auch mehr eine Handlungsweise aus der Mitte der nichtmuslimischen Gesellschaft heraus zu verstehen als eine aktive der Muslime selbst."" Bitte teilen und liken Sie diese Seite für sachliche Aufklärung und Dokumentation der real existierenden Islamisierung. [@URL]"
513,0,1,0.947,0.947,"sehr interessant, schaut hier mal rein PEGIDA (Y)"
514,0,1,0.943,0.943,"Polizei ins Gesicht. Jetzt schrein alle auf, sehr viele Menschen wusten das es nicht zuhändeln ist. Die haben ihre Gewalt brutalität und Mentalität mitgebracht. Es wird sich niemand hier eingliedern, die Flüchtlinge werden hier ihre eigenen Gesetze machen"
64,1,0,0.942,0.942,"Die Häme im Leitpost ist unanständig, 
die verächtliche Freude in den Kommentaren hier über den Tod dieser Person unpatriotisch und undeutsch. Sollte sich ändern."
1136,1,0,0.937,0.937,"Ich erinnere mich bei dieser Gelegenheit an das Märchen von Hänsel und Gretel, da bat Gretel die böse Hexe zuerst in den Ofen zu klettern um die Temperatur zu prüfen um sie dann gepflegt im Ofen zu braten,genau das und nichts anderes empfehle ich auch mit Frau Merkel zu machen wär doch mal ne Maßnahme! ??????"
456,1,0,0.9355,0.9355,"[@IND] ?zepokat : Doch, es ist gerade jetzt sehr wichtig, den Mund aufzumachen. Es bleiben viel zu viele Menschen stumm, obwohl sie genau so denken wie du und ich."
479,0,1,0.9297,0.9297,"Weiter so!!! Ich hoffe, daß wenigstens der Ostteil Berlins irgendwann mit zieht!"
599,1,0,0.9253,0.9253,"alles für Flüchtlinge,Jugendliche ,80 euro bar ,Taschengeld,Ledige,350,Euro,im Monat,das bekommt kein Deutscher Jugendlicher von Hartz,4 Mutter,Ledige,Deutsche haben grademal ck 180,Euro,zum Leben,und die Rentner,gehen,weiter Flachen Sammeln,AFD wählen"
685,1,0,0.924,0.924,Dann soll er doch die Fluechtlinge aufnehmen wenn er genug Platz hat
958,0,1,0.917,0.917,Schwachsinn..... jetzt umso mehr wir geben nicht auf ! wir haben ein Ziel und halten voll drauf !!! :) PEGIDA !!!!
558,0,1,0.914,0.914,"Wenn Art. 146 GG nicht endlich durchgesetzt wird , nehemen wir Art. 20 (4) GG in Anspruch. Dann können wir nochmal über Sektenfreiheit diskutieren."
1279,0,1,0.91,0.91,"einatmen, ausatmen, einatmen, ausatmen, etc.?"
1146,1,0,0.9067,0.9067,"ach  übrigens: unsere (blonde) Flintenuschi hält ja nun wg. der *Flüchtlingskrise* ca. 4000 Solaten (Reservisten) in Rufbereitschaft.. JUNGS, IHR SEID VEREIDIGT WORDEN !! TEXT VERGESSEN ?!  Welchen Befehlen wollt Ihr folgen ?!"
294,1,0,0.905,0.905,"Es sollten lieber eigene Fachkräfte ausgebildet werden, anstatt die billigen Fachkräfte aus dem Ausland vor zu schieben! Mal bissel mehr Geld in die Bildungspolitik als in die Asylpolitik, und schon gäbe es auch mit deutschen Fachkräften eine Zukunft!"
595,1,0,0.9023,0.9023,"Thomas Miles ,trink Du Dein Weissbier,Bild dazu lesen,nebenbei RTL,ZDF,etc.schauen.Das passt schon."
506,0,1,0.901,0.901,Geb ich dir Recht und bitte die Auswahl der Redner richtig treffen... Keine fehler mehr machen
330,1,0,0.8887,0.8887,"Hallo, sehr geehrtes Pegida Team, 

mein Name ist Sonja. Ich wende mich an Sie, weil ich Angst habe und weil ich total verzweifelt bin. Es wird hier in Deutschland von Tag zu Tag alles schlechter: Wenn man krank ist, man bekommt nicht mehr die notwendige Hilfe. Es ist kein Geld da, heißt es. Die Kriminalität wächst von Tag zu Tag. Von Islamisten bin ich bereits mehrmals umzingelt, ausgeraubt und angegriffen worden. Man traut sich nicht mehr aus dem Haus. Die Stimmung in der Bevölkerung wird zunehmend schlechter. Das steckt an und zieht jeden Einzelnen deutschen Bürger runter. Es raubt Kraft und Energie, die man nicht hat. Alles dreht sich nur noch um die Flüchtlinge und Asylanten. Sorry, ich kann es echt nicht mehr ertragen, wie viele andere auch nicht mehr. Wie es den deutschen Mitbürgern geht, ist der Regierung total egal. Ich fühle mich als Deutscher nur noch 2. Klasse. Ich bin sehr krank und habe sehr Angst, wie es mit der Gesundheitsreform weitergeht, weil das Gesundheitssystem durch die Flüchtlinge und Asylanten sehr stark belastet wird. Auch wird alles in Deutschland teurer werden. Der Lebensstandard jedes Einzelnen nimmt drastisch ab, weil die Regierung uns das Geld aus der Tasche ziehen, um die Flüchtlinge/Asylanten zu finanzieren. Ehrlich gesagt kann ich jeden Einzelnen verstehen, der sich in irgend einer Form dagegen wehrt. Ich habe keine Kraft mehr. Ich habe Angst vor einer Islamisierung. Ich appelliere an eine rechte Partei, wie die Pegida, dass der Wahnsinn endlich ein Ende hat. Bitte setzt alles daran, dass die Islamisten unser Land ganz schnell verlassen müssen, damit es für Deutsche in Deutschland wieder lebenswert ist. Vielen Dank.

Viele Grüße, 
Sonja Lehner"
802,1,0,0.885,0.885,Wir deutschen sollten Asyl beantragen  auf steuerfreien Karibik Inseln. Ich habe es langsam satt den korrupten deutschen Staat mit zu finanzieren.
1065,1,0,0.8765,0.8765,"4,3 Tsd. Aufrufe und nur 424 Gefällt mir Angaben!Ganz ehrlich ich verstehe euch nicht.Angst?!Vor was.Meint ihr es ändert sich was bloß vom zuschauen.Das ist unsere Nationalhymne, kann man da nicht Gefällt mir drücken!"
1147,0,1,0.874,0.874,Bayern und Thüringen bitte noch dazu...
679,1,0,0.8657,0.8657,Darum morgen Stiglmaierplatz statt Feierabend am Badesee!
384,1,0,0.8647,0.8647,"und wieder einmal haben Sie eine Information nicht hinterfragt. Googeln nach ""Kampgane""+""Fluchthelfer"" liefert diverse Infos. Die Kampagne hat mitnichten etwas mit einem amerik. Think-Tank zu tun... Ein Ergebnis der Suche: [@URL] Aber Hauptsache, man hat eine Seite gefunden, die die eig. Vorurteile bestätigt!"
750,0,1,0.8643,0.8643,Super Video und jetzt erst recht. Wir sind das Volk......
557,0,1,0.8633,0.8633,ab 5:20 min Merkel muss weg (Y) [@URL]
841,0,1,0.8564,0.8564,"Hallo Orgateam, super Video! ...macht weiter so ;-) !!!"
1268,0,1,0.853,0.853,"Schwulenhaußen ...??? Finger in den Po, Bahnhofsklo ...?"
1335,0,1,0.8525,0.8525,Gebt es nicht zu zeitig bekannt sonst hat irgentwer wieder irgentwo was zu melden von der stattregierung  und wenn die es weiß bittet um Geheimhaltung bis Sonntag am besten Montag Mittag dann kann keiner mehr was ändern vonwegen terorrandrohung und und und
539,0,1,0.8457,0.8457,"An den Herren mit dem Fakeprofil, lesen ist ein tolle Gabe. Bitte meine Posts lesen und dann antworten, aber stumpf hetzen zählt nicht."
1164,1,0,0.834,0.834,N Träcker mit 'nem Güllefass. Ruck Zuck ist die Staße frei.
1199,1,0,0.833,0.833,"Dieter Blank ahja, nur weil wir hier friedlich leben wollen und nicht wollen, dass es noch schlimmer wird, sind wir also blöd. wirklich tolle logik. wenn ich sehe, dass ein herr maas die strafe für mord weiter runter setzen will, geht mir das messer in der tasche auf. ein menschenleben ist hier also nichts mehr wert ... schon allein deswegen werde ich die afd wählen... unsere gesetze und strafen sind eh schon jetzt viel zu lasch .. die müssen dringend verschärft werden, damit die täter nicht lachend aus dem gerichtssaal laufen... [@URL]"
792,1,0,0.8286,0.8286,Bravo Angola ... mehr Länder müssten dem Beispiel folgen :-)  ... [@URL] ...
921,1,0,0.8286,0.8286,"Die deutsche Arbeitsagentur wird im Wesentlichen aus den Beiträgen der sozialversicherungspflichtig tätigen Arbeitnehmer und deren Arbeitgebern finanziert. Frei nach der Logik: ""Wessen Brot ich eß, dessen Lied ich sing..."" bedeutet dies für mich, dass die Arbeitsagentur die Interessen der deutschen Arbeitnehmer und Arbeitgeber sowie der 3 Mio. deutschen Arbeitslosengeld-I-Empfänger vertreten sollte. Damit dürfte diese Behörde mehr als ausgelastet sein. Kommentare über PEGIDA oder andere politische Erscheinungen stehen diesen Leuten nicht zu, genau so wie den Vertretern der IHKs und der Handwerkskammern. In den Chefetagen dieser von keinem benötigten Wasserkopfinstitutionen sitzen unnütze Leute, die von unserem Geld leben und sich dafür das Recht herausnehmen, uns zu sagen, was wir in unserer Freizeit zu tun und zu lassen haben. Also wir sehen uns am Montag 18.30 Uhr Dresden Neumarkt!"
532,0,1,0.806,0.806,Strietzelmarkt bleibt und ist wie er heisst wem es nicht passt verpisst euch aus Deutschland
292,1,0,0.7954,0.7954,"Na, Ralph, 20 Jährchen hast du sicher noch....eine lange Zeit- am besten, du kommst zu uns in den Osten, da besteht noch Hoffnung!"
940,0,1,0.7944,0.7944,"Ich habe jetzt nur Angst und bitte lasst mich nicht Recht haben bitte bitte bitte.....wenn die, die Grenze nicht mehr halten können und diese Gestürmt wird...diese Horde auf die Polizisten gehen und nur einer die Nerven verliert....und einen oder mehrer Erschiesst dann wird es von innenherraus sowas von abgehen wenn die, die schon hier drinne sind erfahren das auf einen  Ihrer ""Brüder"" geschossen wurde....dann is hier Land unter! ES DREHT SICH MIR DER MAGEN UM bei dem Gedanke"
702,1,0,0.7944,0.7944,"Taha Tek es geht doch nicht im Ausländer; Religion (Islam ist keine Religion). Es geht darum, dass nach Deutschland und Europa eine Invasionsarmee einbricht, die uns vernichten wollen. Unterstützt von diesen unfähigen, linksgesteuerten Politikern. Die Osteuropäischen Staaten haben es durchschaut und machen deswegen dicht. Schweden und Dänemark ab heute auch. Echte Flüchtlinge, die meisten sind keine, soll doch geholfen werden. Es ist ein geziehlte Umvolkung, die von dieser ()ande um die Königin gesteuert wird. Du und deine Kinder, falls du wlelche hast, werden es spüren. Deutschland wird Pleite gehen, auch wenn die Bekloppten da oben was anderes erzählen. Es wird uns alle betreffen. Um das zu verhindern, ist Pegida gegründet worden. Schließe dich an, jeder wird gebraucht. Kriminalitätsrate ist drastisch gestiegen, wir werden ein zweites Somalia hier erleben."
1301,0,1,0.776,0.776,raus
504,1,0,0.7754,0.7754,"Wer den öffentlichen Verkehr behindert oder gefährtet, wird rigoros entfernt und zur Verantwortung gezogen, notfalls sollte man eben auch Gewalt anwenden in dem Maße wie es notwendig ist, damit diese Leute es endlich begreifen das sie in einer zivilisierten Welt sind und nicht in Hinter Timbuktu Land sind wo es null Regeln Und Gesetze gibt."
632,1,0,0.7744,0.7744,"Bitte teilen! Dieses Beitrag enthält keine Unwahrheiten. Alle hier aufgelisteten Fakten stammen von der Sächsischen Zeitung bzw. dem Verlag dd.vg selbst bzw. sind auf wikipedia (keine Gewähr!) nachzulesen. Dieses Beispiel zeigt die Macht der Medien und sie ist nicht unschuldig am ""Unwort der Jahres 2014""."
947,0,1,0.772,0.772,"Es wird in Dresden keine Ahmadiyya Moschee geben, das wird sowas von nach hinten losgehen! Selbst die Stubenhocker und die Schlafschafe werden durch so eine Aktion hell wach werden, die geplante Dresdner Mosche wird noch mehr Leute mobilisieren und auch die Ziele der Moslems (das kreuz zerbrechen, die welt islamisch machen) werden in den Mittelpunkt rücken, daher finde ich es gut! Es wird ein ganz großes Thema und im Zuge von islamischen Terroranschlägen, den Sex Attacken auf unsere Frauen durch illegal eingereiste Moselms und so weiter wird den Islam als das bloßstelllen was er ist, nämliche ein hasserfüllter, faschistoider Todeskult! PS. So, Mauermörder-Stasi-Kahane  und Maas mit den hohen Absatzschuhen jetzt könnt ihr löschen!"
7,1,0,0.756,0.756,"Grenze ( DDR ) wieder hoch , sollen die Ideoten unter sich bleiben .
Vieleicht nimmt Putin uns wieder zurück , im osten war nicht alles schlecht und das was wir wollten haben wir ja ."
1256,0,1,0.745,0.745,Hoffentlich greifen die Ungarn durch.
1185,0,1,0.744,0.744,"So langsam kommt einiges ans Tageslicht. . . . . 

#PEGIDA #GekommenUmZuBleiben #DresdnerThesen"
897,0,1,0.739,0.739,Heimatkunde sollte man wieder einführen ??
718,1,0,0.7285,0.7285,"Wir alle wußen, dass auf Pegida schwere Zeiten zu kommen. Daher jetzt bitte nicht den Mut verlieren, denn unser Land ist fast hilflos den Multi-Kulti Fanatikern ausgesetzt und brauche uns zur Stunde mehr denn je."
709,0,1,0.7134,0.7134,"Die Medien sind das Pack! Die transporieren keine Kritik. Die moralische Keule erschlägt Dich! Wir haben eine Initiatvie gegen einen STANDORT gegründet.Was meint Ihr, wiewir beschimpft werden. Und die Zeitungen erzählen von den 150 Heiligen, die Kuchen backen , aber von uns 800-1000 Bürgern wissen die nichts, die wir gegen Käfige und Ghettos am Stadtrand sind, weil es hier rein gr nix gibt."
1215,0,1,0.7036,0.7036,Bleibt bunt??? Sophie dann frage mal die einstroemenden Islamisten wie die darueber denken. Und als Frau sieht es dann eh sehr schlecht aus deine Meinung dann noch zu auessern. Punkt.
740,0,1,0.6904,0.6904,"Das ist eine der hässlichen Eigenschaften der Deutschen. Nach unten treten und nach oben kriechen. Wenn du (Lutz) das sagst, bist du ein Nazi, aber wenn er das sagt? Das hat damit zu tun, dass sich die wenigstens Deutschen auf ihren eigenen Kopf verlassen. Das braucht Mut. Und der fehlt uns noch. Also weiter, immer weiter, bis zum Endsieg, der totalen Abschaffung des derzeitigen Systems. Bleibt nur die Frage, ob das eine Mehrheit wirklich will. Denn auch dazu braucht man ja Mut. Den haben wir Ostdeutschen vielleicht, aber die Wessis? Leben immer noch wie früher und wollen daran am liebsten auch nichts ändern. So bräuchten wir eine eigenen Partei, die im Geiste der neuen Ossis auftritt: Selbstbewusst und ohne Angst. Den Rest gibt es wie immer hier: 
 [@URL]"
437,0,1,0.685,0.685,FANGEN S?E M?T DER TÜRKE? AN  NATO M?TGL?ED UND MORDET ?N KURD?STAN ... SCHAUEN S?E AN D?E WAENDE  ?N KURD?STAN WAS D?E TÜRK?SCHE M?LL?TAER AN D?E WAENDE SCHRE?BT... ?S?S  CHEF TÜRKE?  MR.. ERDOGAN.
476,0,1,0.6846,0.6846,Gott bewahre uns von diesen Politversager die unser Deutschland verraten und verkaufen.
117,1,0,0.6826,0.6826,"naja,die Flüchtlingsaufnahme ist freiwillig und Ungarn hat schon abgelehnt,welche aufzunehmen.Trotzdem ist es erstaunlich,dass man auch der Visafreiheit der Türkei einstimmig zustimmte.Die können dann zu Millionen legal einreisen und auch nach Ungarn..Orban weiß vielleicht,dass sowieso keiner nach Ungarn kommen wird.Dass aber alle mit JA gestimmt haben und kein Veto eingelegt haben,verwundert doch..Wenn man Brüssel in die Knie zwingen will,,muss man überall sein. Veto einlegen.
Ich halte Orban für einen guten Mann..Seine Rede und sein JA zum Türkendeal geben trotzdem Rätsel auf..Man sollte dies auch hinterfragen und nicht alles schön reden!"
187,0,1,0.6675,0.6675,"...guten Morgen,liebe Britta: ...verrate uns doch bitte, aus welchem Jahrhundert Du bist??? Vielleicht können wir von Dir etwas lernen!Schönen Tag noch! Calle"
653,0,1,0.667,0.667,Pegida wird weiter Leben.Wartet mal den Herbst ab.
1341,1,0,0.663,0.663,"Dann lehrt sie Freundlichkeit und Achtsamkeit.
Höflichkeit und dass jeder Mensch ein Recht auf eigene Meinung hat. 
Lehrt sie dass Frauen gleichberechtigt sind und dass wir in Freundschaft alle zusammen leben wollen.
Und wenn sie dies nicht erlernen dann schickt sie in ein Land dem es egal ist ob ihre Gesellschaft auseinander fällt weil zu viele Kulturen auf einander fallen und zu viele andere Kulturen verdrängen wollen weil sie denken Sie dürfen alles nur weil sie aufgenommen wurden."
251,1,0,0.6343,0.6343,Auf Grund der Ereignisse in Köln und Hamburg ist es um so wichtiger das es genauso weiter gemacht wird (y)!!!
186,0,1,0.6196,0.6196,"Es geht doch hier nicht nur um Asylanden Islam sondern um unsere Selbstbestimmung in unserem  Land und das nicht über unseren Köpfen alles entschieden wird.Ob wir es wollen oder nicht Schulden für andere bezahlen keine Kriege keine Ausbeutung auf kosten der Bürger, unsere Sozialwirtschaft nicht abbauen und Öffentlicher Wohnraum und andere Staats Eigentümer alles zu privatisieren an Internationale Investoren den da geht es hauptsächlich nur um Profit und nicht der Bevölkerung"
673,1,0,0.6157,0.6157,Einfach weiter fahren dann machen die es nie wieder
423,0,1,0.6,0.6,Erst mal unsere Leute  in Arbeit bringen das steht wohl im Vordergrund! !!!
677,1,0,0.599,0.599,War wieder sehr schön bei Euch trotz der Kälte! ?? Nur die Harten kommen in den Garten! ?? Tatjana sah auch wie immer sehr bezaubernd aus und ihre Rede wie auch immer sehr überzeugend! Der Franken Depp/Sepp ist lustig und auch peinlich zugleich! Ist sicher ein heimlicher Fan von #Pegida?! #Dresdenzeigtwiesgeht #AufdieStrasseueberall #Merkelmussweg #MontagistPegidaTag
929,1,0,0.585,0.585,"Die Linken haben ja nun offen gefordert, den Verfassungsschutz abzuschaffen. Man kann es so verstehen, dass die diese Verfassung dann ablehnen. ERGO: sollte man diese Dreckspartei verbieten."
1165,0,1,0.557,0.557,"Nun wißt Ihr, was Euch beim nächsten Stadtfest erwartet... am besten nur mit Schutzkleidung gehen... tolle Freiheit!"
535,0,1,0.5522,0.5522,Klaus Aurin bei uns an eine Mauer geschmiert: Anarchie stirbt nie!
188,0,1,0.5405,0.5405,"wofuer, eddie. ich bin heute abend einer der gluecklichsten menschen und habe es gebraucht, euch das zu schreiben.
ich muss euch also danken, wenn es euch interessiert.
ok, ich bin schon halb besoffen aber trotzdem.....
bleibt dran, liebe pegida-freunde, ihr koennt was aendern. der FN hat 40 jahre gebraucht. im jahre 2022 gewinnen wir vielleicht die praesidentschaftswahlen.....
Ihr koennt das. ganz sicher."
360,1,0,0.536,0.536,"""platzt die Einrichtung aus allen Nähten. Im Februar waren in dem Heim an  der Kasernenstraße 275 Menschen aus 21 verschiedenen Nationen  untergebracht. Drei bis vier Asylbewerber teilen sich jeweils ein Zimmer"" och je, die armen :-D  soll'n se doch zu Hause anrufen, das de Bude voll is und keiner mehr kommen soll ! ! !"
175,0,1,0.5137,0.5137,"Hab ich mir doch gleich gedacht. Nicht konform und nicht leicht formbar. Herr Tillich, ich verstehe die Problematik. Da beschimpft man die  nach allen Regeln der Kunst als Pack, Nazis, Rassisten, Doofe, Idioten, und keiner sitzt heulend in der Ecke und fleht euch an, wieder lieb sein zu dürfen. Keiner will euch gehorchen. Wenn ihr sagt irgendetwas ist so, trauen die sich doch glatt, sich zu informieren, eine eigene Meinung zu haben und euch zu widersprechen. Das muss ein Ende haben. Da hilft wirklich nur ""politische Zwangsbildung"". Ein Tipp: informiert euch doch mal bei die Scientologen. Die haben doch so ein ausgefeiltes Gehirnwäsche-Programm. Das müsste doch auch bei Sachsen funktionieren."
