index,true_label,predicted_label,confidence,predicted_proba,text
326,0,1,0.991,0.991,"So traumatisiert die armen, aber noch kraft genug mit Steinchen zu werfen, ich lach mich schlapp!"
988,1,0,0.9907,0.9907,Noch 999873 ... Ab nach wo sie hinkommen
1225,0,1,0.99,0.99,"Dann ist dein Auto aber Schrott. Ich hätte da eine bessere Lösung, die keine Beulen am Auto macht."
565,1,0,0.99,0.99,"Warum macht sich Pegida nicht für die Themen stark, die Europa in Wahrheit dominieren aber aufgrund der Terror-Meldungen und Hetzkampagnen der Mainstream Medien nicht wahrgenommen werden? Ihr kritisiert die Auswirkungen der Asylpolitik statt euch mal wirklich mit den Ursachen auseinanderzusetzen. Warum haben wir so viele Flüchtlinge und künftig noch mehr? Die Integrationspolitik hat bislang auf ganzer Linie versagt und es werden 2015 weitere 230000 hilfesuchende Menschen  hinzukommen. 163000 Anträge sind offen. Und die kommen mit Sicherheit nicht alle hierher weil es so toll bei uns ist, sondern weil sie aus ihrem Land vertrieben wurden. Wendet euch endlich den Ursachen zu statt die Symptome zu bekämpfen. Die Ursache ist KRIEG. Kriege, die von Deutschland als drittgrößter Waffenlieferant der Welt gefördert werden. Es geht bei diesen Kriegen nicht um die Menschen sondern um Macht und ökonomische Interessen. Früher diente die Ökonomie dem Menschen heute ist es umgekehrt. Die Menschen dienen weltweit einem System von dem nur Eliten profitieren. Statt ständig über Religion, Hautfarbe und Rasse zu diskutieren, sollten wir uns als MENSCHEN zusammenschließen und für allgemeingültige Werte einsetzen. Reduziert euer Denken nicht auf eine vermeintliche Islamisierung sondern auf den drohenden Verlust unserer Demokratie und Selbstbestimmung. Fangt  an euer Leben selbst in die Hand zu nehmen. Informiert euch bei den unabhängigen Medien. Unterstützt sie. Geht auf die Strasse. Setzt euch für den Frieden ein. Hier, in der Ukraine, in Syrien, im Gaza, weltweit. Die Angst vor einem Krieg in Europa ist groß und berechtigt. Informiert euch über TTIP, ESM, TISA. Mit dem heutigen Beschluss von EZB-Chef Draghi insgesamt für 1,14 B I L L I O N E N Euro Staatsanleihen anzukaufen und den Markt mit Geld zu fluten, für das faktisch kein Gegenwert geschaffen werden kann bewegen wir uns weiter in Richtung EU-Diktatur. Die Anleihen werden nie und nimmer von den jeweiligen Ländern zurückgezahlt werden. Folglich werden sie gemäß EU-Vertrag vergemeinschaftlicht. Was das bedeutet kann sich jeder selbst ausmalen. Wann hört dieser Wahnsinn endlich auf? Der Kapitalismus ist am Ende. Die Folge daraus kann nur Krieg oder Frieden sein. Ich schließe diesen Kommentar im Sinne eines 1. Weltfriedens mit den Worten von Bertold Brecht:
""Wenn Unrecht zu Recht wird, 
Wird Widerstand zur Pflicht"""
1418,0,1,0.9883,0.9883,Dann sollten sich deren Frauen ja gleich den schwarzen Sack mit Schlitz über den Kopf ziehen und die Kerle sich Nachthemden anziehen.
484,1,0,0.985,0.985,Das scheisspack der SPD und CSU und Grüne sollen nicht so tun. Das ist doch Bereicherung und alles super dupa... Drecks Völkermörder!
394,1,0,0.984,0.984,Im Straßenbau gibts auch Walzen
1247,0,1,0.984,0.984,"erst kommt die nazikeule und dann stellt es sich wieder heraus, dass sie sich gegenseitig umbringen, diese netten bereicherer und fachkräfte"
515,0,1,0.983,0.983,"wenn die Messer und Macheten gewetzt werden von den so genannten friedlichen Muslimen, dann werden auch endlich die Kritiker und Ahnungslosen  ihren verharmlosenden Wörtern Taten folgen lassen und auf die Strasse gehen , um für unsere Kinder und Enkel, unsere Zukunft zu kämpfen.....i hope so"
354,1,0,0.981,0.981,Richtig immer drauf.
977,0,1,0.9795,0.9795,"Bei manchen Menschen,hat man das Gefühl,das sie schon ihr Leben lang versuchen,eine Eiche mit einer Feder zu zersägen,und wenn man ihnen dann sagt,:dazu muss man eine Säge nehmen,sagen sie:>>das tut dem armen Baum doch weh<<"
549,0,1,0.9775,0.9775,"Dirk Wippich Stimmt, die hätten ihre Wut am IS auslassen sollen. Aber so sind die Forderer, sobald sie nicht bekommen was sie wollen, wird vermummt und zum Stein gegeriffen. Ein Vorgeschmack was Deutschland erwartet wenn sie endlich hier eintreffen. Die Winkefähnchen sind schon parat."
1254,1,0,0.9775,0.9775,Es wird eine Moschee mit viel Löchern werden. :-)
1348,1,0,0.962,0.962,"Wäre doch schön wenn jetzt auch noch Sven Lau verschwindet.....Warum sind Vogel und Lau nicht in Syrien und kämpfen ""für Allah"" ? Dann könnte man sich auf die natürliche Auslese verlassen"
384,1,0,0.9585,0.9585,"Naja, in Frankreich & England sind die Anschläge einfach schon nen ganzen Tick schlimmer. Bei uns haben bis jetzt ja ""nur"" Isis Fans auf unseren Straßen demonstriert & ein paar Synagogen angezündet. So was wie Toulouse, London, Woolwich, Madrid, Charlie Hebdo hatten wir halt noch nicht."
182,0,1,0.9497,0.9497,Brennen wird es auch ohne einem Polizeiausraster
1049,1,0,0.947,0.947,"MERKEL, Roth, Stegner, Maas und der Rest der Politikerpest haben mitgestochen"
245,1,0,0.9424,0.9424,Was hier wieder für arme arme Idioten kommentieren.....kriecht doch bitte wieder unter eure Steine da euch braunes Gesocks keiner braucht. Legt euch bitte selber um ihr Pegida und AfD Schmocks.
1419,0,1,0.942,0.942,"Auf einer  stark befahrenen Straße in Plauen laufen die in Gruppen über die Straße, so das man eine Vollbremsung machen muss, das ist alles nicht mehr normal"
1432,1,0,0.941,0.941,"Zuerst muss die USA und Grossbritanien Verenichtet werden, dann gibt es Frieden auf der Welt, ach ja Isral Total vergessen,auch mit einbeziehen,"
1364,1,0,0.935,0.935,Hoffentlich kracht es noch viel viel ärger und hoffentlich erwischt es dann nur jene mit refugees welcome schildern in der Hand!!!
1386,1,0,0.932,0.932,"Rosi Meyer Volksverhetzung?  Dieses Gesindel welches für das Deutsche Volk dasein sollte und für was sie reichlich bezahlt werden,sollte wegen Volks und Landesverrat vor Gericht getrieben werden."
502,1,0,0.932,0.932,Schön .... Legen sie sich wenigstens selber um . Weitermachen ??????
343,0,1,0.928,0.928,"Ich habe gestern Abend noch zu meiner Frau gesagt, dass ich wette, dass spätestens zum Wochenende die ersten Schüsse fallen werden. Doch dass es so schnell geht, hätte ich nicht gedacht."
599,0,1,0.927,0.927,"Traumatisierte maskierte Asylanten werfen Steine und zündeln Feuer an,weil sie ihren Willen nicht kriegen... Aufwachen..... ! Das sind doch keine Asyl....ab nach Hause !"
140,0,1,0.916,0.916,Da bekomme ich gleich steife Nippel??
1064,1,0,0.9097,0.9097,"Der Islam ist KEINE Religion!!!   Der Islam ist die mit Abstand menschenverachtendste Weltanschauung, welche nicht das Leben sondern den Tod verehrt, entsprungen aus den schizophrenen Wahnvorstellungen (eines mordenden, raubenden, egozentrischen, pädophilen, Schafe hütenden, geisteskranken Analphabeten, den diese Leute „Propheten"" nennen, der wahrscheinlich sogar der inkarnierte Antichrist war), welche durch unverarbeitete Traumata, hervorgerufen durch den frühen Tod seiner Mutter, seines Großvaters, seiner Frau Chadidscha und seines Sohnes Ibrahim, gepaart mit dem Spott der Mekkaner, die Grundlage einer angeblichen Religion bilden. Das kann und darf man in einer Kultur, welche christlich-abendländisch geprägt ist und das Mysterium von Golgatha („Vater vergib ihnen, denn sie wissen nicht was sie tun"") verehrt, wie der unseren, niemals zulassen, dass alle menschlichen Wertvorstellungen durch den Islam so derart lebensfeindlich untergraben werden. Der Islam gehört nicht zu Deutschland.   Das ist der wahre Islam, und Mohammed war sein „Prophet""... ACHTUNG SEHR GRAUSAMES BILDMATERIAL (18+) [@URL]"
729,0,1,0.904,0.904,Die Merkel hat ganz Europa in den Abgrund getrieben!!! Sie gehört hinter Gitter! !!!!!
932,1,0,0.8965,0.8965,"Sie wissen aber schon, dass ""Schmocks"" jiddisch ist? ""Unter Steine kriechen"" - aha - ""braunes Gesocks"" soso! Tun Sie der Menschheit einen Gefallen, und leben Sie unter den Surensöhnen - mal schaun, wie schnell Sie ihre Meinung ändern, nachdem ihre Tochter in einem Gangbang vergewaltigt wurde. Sie haben keine Kinder? DAS könnte ihre Ignoranz allerdings erklären: Nach mir die Sintflut, gelle!?"
830,0,1,0.893,0.893,Man wünscht sich Putin würde auch in Deutschland aufräumen mit dem Ungeziefer
201,1,0,0.8926,0.8926,"Wenn ich behaupte dass Ratten – aufgrund ihrer rattentypischen Massenvermehrung und Aggressivität – automatisch zu “harmlosen, friedlichen Nutztieren” werden, dann würde mich wohl JEDER für bekloppt halten – ZU RECHT! Wenn ich aber verkünde dass 1,7 Milliarden Moslems gar nicht böse sein können, und ein “paar hunderttausend ABSCHLACHTEREIEN” N U R Einzelfälle sind welche an der“ Religion des Friedens” überhaupt nichts ändern, dann bin ich plötzlich wieder politisch korrekt, also N O R M A L ! Das ist doch pervers! FDJ-EU-Übermutter Merkel: ""Der Islam gehört zu Deutschland.""

(Wo ist der Ausgang? Ich muss hier raus!!!)"
1150,0,1,0.883,0.883,Ich sehe verscheidene LKW's... Ich verstehe nicht warum man der nich vor gehen lassen...
427,1,0,0.8706,0.8706,Hey was soll das? Ausser Defamierung (Nachrichten im HR4 Rundfunk von 08:00) habt ihr nichts zu berichten? Ihr seid wirklich ein dreckiges Staatsfernsehen. Man sollte eucham nächten Baum aufhängen.
423,0,1,0.87,0.87,Herr Maas befürchtet den ersten Toten.  Da hat er ihn. Wenns der erste ist.
1175,0,1,0.868,0.868,"Und wenn schon alle so uneigennützig dort unten zugange sind,  dann sollen sich Europa, Russland und Amerika mal von ihrer besten Seite zeigen, das Land wie damals Deutschland aufteilen und so mit aufbauen helfen, dass die Menschen wieder dort leben können. Das wäre mal ein unserem Jahrhundert würdiger Beitrag, wenn statt Barberei mit Waffen mal was aufgebaut wird. Bezahlen muss der Steuerzahler ja eh, dank Merkel und Co."
1309,0,1,0.8516,0.8516,"darüber wurde natürlich nicht berichtet dass die Polizei mit Steine und Beton beworfen wurde... in den Medien werden NUR die Bilder gezeigt wie die ungarische Polizei sich gewehrt hat... das Ganze wurde schön umgedreht --> die ""böse Polizisten"" haben die ""arme Menschen"" mit Wasserwerfer und Tränengas attackiert... ich frage nur wie die deutsche Polizei reagieren würde in diese Situation..."
24,0,1,0.8335,0.8335,unsere Polizei muß für die Deppenpolitiker um Ihr Leben fürchten.So wie es jetzt in Ungarn zugeht geht es bald bei uns zu aber die Masse ist viel Gewaltiker. Man muß Angst haben um unsere Kinder.Unsere Gutsmenschen werden mit Gewalt konfrontiert die Sie garnicht kennen.
1545,1,0,0.8247,0.8247,"@User Und??? Trotzdem gibt es noch viele bekloppte und glauben den ganzen scheiss!!!!! Alle aber auch alle am 29.8. Nach Berlin und Regierung stürzen!!!!! Vorallem was hier gerade abgeht mit unseren Kindern und diesem verdammten Markenschutz !!!!! Ihr müsst doch langsam mal alle merken, dass wir nur noch von hinten bis vorn verarscht werden !!!"
105,0,1,0.813,0.813,"bin ganz deiner meinung, bis jetzt hat diese bewegung ein ziel, zu zeigen das wir mit der einwanderungspolitik und der flüchtlingsregelung nicht einverstanden sind, und das unsere politiker dies überdenken sollen mehr nicht! niemand von Pegida will Österreich regieren, aber wir haben beschlossen gemeinsam auf unsere meinung aufmerksam zu machen, und deshalb brauchen wir auch keinen KOPF oder wie die presse gerne sagt FÜHRER ! das wort passt ihnen schon wieder gut um schlechte puplicity zu verbreiten, ausserdem kann  dann auch kein einzellner bedroht werden, man nehme Lutz Bachmanns fall.! Die masse gibt etwas sicherheit, denn der schlange den kopf abschlagen usw. das kennen wir alle , wäre der regierung sicher sehr recht einige vereinzelte wegzusperren und dann wird sich das schon im sand verlaufen was? Nix da.................passt genau wies läuft PEACE"
285,1,0,0.8105,0.8105,Die Amis Bomben ganze Regionen in die Steinzeit ganz ohne Eigeninteresse. Die tun das aus humanitären Gründen. Go Russia go
1544,0,1,0.7847,0.7847,"Salvatore DeNotaris
Der „Heilige Krieg“ im Koran - Der ?ih?d und sein Umfeld
Von Salvatore DeNotaris
Al-?ih?d (Dschihad) bedeutet wörtlich „das Bemühen auf dem Weg Gottes“[1]. Der Weg zur Glückseligkeit und damit zur Gotteserkenntnis beginnt für die islamischen Mystiker mit dem ?ih?d‚ der heiligen Anstrengung.[2] Khoury übersetzt das Wort ?ih?d mit „sich einsetzen“ (Sure 29,69), Hellmut Ritter mit „kämpfen“[3]. Beides ist möglich, obwohl die eigentliche Bedeutung des Wortes „Anstrengung“ und „Einsatz“ für den Islam ausdrückt. Dies schließt zwar den bewaffneten Kampf nicht aus (vgl. Sure 9), allerdings verstehen die Muslime darunter zunächst eine innerliche Anstrengung und keinen „Heiligen Krieg“.[4] Dennoch kann man Ritters Übersetzung folgen, denn die Sufis, die islamischen Mystiker, stellen sich einen verbildlichten inneren Kampf des Herzens vor. Die Sufis verstehen unter dem arabischen Wortstamm also vielmehr eine moralische, spirituelle und intellektuelle Anstrengung für den Islam.[5] Nach Karen Armstrong verstünden viele Muslime unter ?ih?d ihre Pflicht, moralisch, geistig und politisch für ihre Gemeinschaft einzutreten.[6] So sei der ?ih?d als „Heiliger Krieg“, „entgegen der im Westen gängigen Meinung [...], weder Antriebskraft, noch zentraler Punkt dieser Religion“[7]. Ludwig Hagemann betont jedoch, dass jeder Muslim verpflichtet sei, das Gesetz Gottes durchzusetzen.[8] Demnach heißt es im Koran: „Und setzt euch mit eurem Vermögen und mit eurer eigenen Person auf dem Weg Gottes ein“ (Sure 9,41; vgl. 61,11).
Zur Zeit Muhammads gehörte dazu auch der bewaffnete Kampf. Einer bekannten Überlieferung (hadith) zufolge sagte Muhammad nach einer Schlacht: „Wir kehren vom kleinen ?ih?d zum größeren ?ih?d zurück.“[9] Wenn Muhammad mit dem kleinen ?ih?d eine kriegerische Auseinandersetzung meint, erkennt er im großen ?ih?d womöglich einen geistigen, inneren und sozialen Kampf um die islamische Gemeinschaft. So kann dieser Begriff auch von muslimischen Modernisten benutzt werden, wenn es zum Beispiel um die Bekämpfung des Analphabetismus geht.[10] In den medinischen Suren geht dieser kriegerische ?ih?d allerdings klar hervor. Muhammad und seine Anhänger werden dabei als diejenigen bezeichnet, die sich auf dem „Weg Gottes eingesetzt haben“ (Sure 2,218; 8,74). Dies zeigt auch Sure 9,73, welche sich an Muhammad richtet: „O Prophet, setze dich gegen die Ungläubigen und die Heuchler ein und fasse sie hart an. Ihre Heimstätte ist die Hölle“ (Sure 9,73). Max Henning übersetzt diese Stelle wie folgt: „streite wider die Ungläubigen“ (Sure 9,73). Bobzin übersetzt es direkt mit „bekämpfe (?ih?d) die Ungläubigen“[11].
Das „sich bemühen“ um Gottes Willen wird von Gott belohnt: 
„So sollen diejenigen, die das diesseitige Leben gegen das Jenseitige verkaufen, auf dem Weg Gottes kämpfen. Und wer auf dem Weg kämpft und daraufhin getötet wird oder siegt, dem werden Wir einen großartigen Lohn zukommen lassen.“ (Sure 4,74)
Für ?ih?d gibt es also unterschiedliche Auslegungsarten, die alle jedoch am Ende „Anstrengung für den Islam“ bedeuten. Gerl-Falkovitz ist der Meinung, dass sich die Semantik des Wortes in den letzten Jahren verschoben hat, und sie weist auf die uns bekannten fundamentalistischen Terroranschläge unserer Zeit hin.[12] 
Die palästinensische Hamas gebraucht das Wort ?ih?d selbst als „Heiliger Krieg“[13]. Im Artikel 15 der „Charta der Hamas“ findet sich der folgenden Aufruf zum ?ih?d:
„Der ?ih?d für die Befreiung Palästinas ist eine persönliche Verpflichtung [...]. Wenn unsere Feinde sich irgendeines islamischen Landes bemächtigen, wird ?ih?d, der Heilige Krieg, zu einer alle Muslime bindenden Pflicht. [...] Dazu ist es erforderlich, islamisches Bewusstsein in den Massen zu wecken, auf allen lokalen Ebenen im arabischen und islamischen Raum. Wir müssen den Geist des ?ih?d in der Umma verbreiten, uns auf die Feinde werfen und uns den Reihen der Kämpfer des ?ih?d anschließen.“[14]
Der islamische Fundamentalist Abu-l-A’la-Maudoodi schreibt 1971 über den ?ih?d Folgendes: 
„In der Sprache der Scharia wird dieses Wort [?ih?d] vornehmlich für den Krieg benutzt, der einzig und allein im Namen Gottes und gegen jene geführt wird, die als Gegner des Islams Unterdrückung ausüben. Die außerordentliche Opferbereitschaft, selbst das eigene Leben hinzugeben, müssen alle Muslime aufbringen.“[15]
Es ist also nicht die westliche Welt, die den Begriff falsch interpretiert hat, sondern moderne islamische Fundamentalisten gebrauchen das Wort ?ih?d im Sinne des „Heiligen Krieges“.
Das islamische Rechtssystem teilt die Welt in das Gebiet des Islams (d?r al-Isl?m), indem das islamische Recht herrscht, und in das Gebiet des Krieges (d?r al-harb), in dem die Nicht-Muslime leben. Die Muslime sind verpflichtet, ihr islamisches Gebiet zu verteidigen. Gleichzeitig sollen sie aber auch den Islam in dem Gebiet der Ungläubigen (d?r al-harb) durch den ?ih?d zum Sieg verhelfen.[16] Die Pflicht zum ?ih?d wird nach dem Koran erst dann aufgehoben, wenn alle Menschen den Islam angenommen haben (vgl. Sure 2,193).
Nicht alle Muslime berufen sich darauf. Allerdings bekräftigen die heutigen islamischen Fundamentalisten diese Richtung des klassischen Rechtssystems, das im Mittelalter entstanden ist.[17] Gleichzeitig können sich die strengen Traditionalisten dabei auf den Koran berufen, wenn es darum geht, sich auch kriegerisch für den Islam einzusetzen.
Vor allem die Suren 8 und 9 beschäftigen sich mit genau diesem Sachverhalt. Jedoch steht das Wort ?ih?d in diesen Suren in einem direkten historischen Kontext. Wenn der ?ih?d heute von Muslimen nicht mehr in Abhängigkeit dieses historischen Kontextes gesehen wird, dann „behalten [Muhammads] Kampfesworte den Status zeitloser Gültigkeit“[18].
[1]
[2] Vgl. al-Ghas?li 1998, S. 26, 28, 40, 44.
[3] Übersetzung nach Hellmut Ritter, in: al-Ghasali 1998, S. 40.
[4] Vgl. Küng 2004, S. 163.
[5] Vgl. Armstrong 1993, S. 229.
[6] Vgl. ebd.; Maas 1991, S. 37-38.
[7] Armstrong 1993, S. 229.
[8] Hagemann 1994, S. 49; vgl. Busse 1988, S. 1.
[9] Vgl. Armstrong 1993, S. 229.
[10] Vgl. Bobzin 1999, S. 86.
[11] Vgl. ebd. S. 84.
[12] Vgl. Gerl-Falkovitz 2004, S. 227.
[13] Vgl. Charta der Hamas, in: Radke 1994, S. 274.
[14] Charta der Hamas, in: Radke 1994, S. 274.
[15] Abu-l-A’la-Maudoodi 1971, S. 140.
[16] Vgl. Khoury 1991, S. 13-19.
[17] Ebd. S. 16.
[18] Gerl-Falkovitz 2004, S. 228."
187,0,1,0.7764,0.7764,Ungarn darf die Schusswaffe nicht anwenden. Diese Soldaten laufen unter den Namen Flüchtling und somit würden die Ungen gegen die Genferkonvention versto?en
477,0,1,0.73,0.73,"Laut ungarischen Medien hat die ungarische Polizei gestern ein IS-Terorist aus dem ""friedlichen Flüchtlinge die versucht haben mit unglaubliche Brutalität und Aggression die Grenzzaun durch zu brechen"" festgenommen! Danke Ungarn das Ihr versucht Europa zuschütten."
1198,1,0,0.7197,0.7197,25.01.2015 Multikulti in Berlin: Türke verbrennt 19-Jährige schwangere Deutsche Udo Ulfkotte  Für die Lügenpresse und unsere Gerichte sind deutsche Menschen zweiter Klasse. Man kann das derzeit mal wieder gut belegen. In Berlin sollen Neuköllner Türken eine 19 Jahre alte hochschwangere Deutsche lebend verbrannt haben. Und unsere Politiker und Leitmedien schauen mal wieder einfach weg. Klar ist auch schon jetzt: Natürlich werden die Täter einen Islam-Strafrabatt bekommen.
1440,1,0,0.7183,0.7183,"Ramon De la Perez....glaub mir!!! ALLE Profile der Idioten, die jetzt noch diskutieren wie Du, hab ich abgespeichert! Sollte auch nur einem meiner Kinder, meiner Familie oder Freunden etwas passieren... dann klappt schon mal Euren Gebetsteppich auf! Auf Geisteskrankheit, wie sie bei Euch vorliegt, werde ich dann keine Rücksicht mehr nehmen, versprochen!!"
964,0,1,0.707,0.707,"Im besten Fall geht es den freimaurerisch durchsetzten Regierungen, Parteien und Medien in der EU darum, eine willenlose und identitaetslose Konsumermasse nach amerikanischem Vorbild in Europa zu schaffen. Im schlimmsten Fall planen die regierenden Verbrecher einen Vernichtungskampf gegen die europaeischen Voelker. Die entwurzelten Massen aus den US-verwuesteten Kriegsgebieten werden zu diesem Zweck nach Europa gelockt."
50,0,1,0.6963,0.6963,"Pegida trägt die Schuld für alles!  'wenn er sich erniedrigt, rühme ich ihn, wenn er sich rühmt, erniedrige ich ihn, und ich widerspreche ihm immer wieder,bis er begreife, dass er ein unbegreifliches ungeheuer ist'......vorwärts für uns.....es gibt uns auch noch!"
1438,0,1,0.689,0.689,"Wir wollen aber mal nicht vergessen, das dieser Zentralrat sonst Gifts und Galle gegen jedes und jeden speit und immer mit dem Zeigefinger Richtung Auschwitz !  Jetzt scheint denen nur die Alternative schlechter als die -Nazis- Sollte sich das Problem erledigen, dann sind wir wieder alle schlechte Nazis für die !"
170,0,1,0.676,0.676,Schweine in jedes Heim !
647,0,1,0.6606,0.6606,"Deutschland kann man mit einem Leckgeschlagenen Schiff vergleichen, wenn nicht mehr Wasser rausgepumpt wird als einströmt, wird das Schiff sinken!"
684,1,0,0.6514,0.6514,"Hier gibt's auch schon enorm viele dieser jungen Bekloppten. Mein Mann hat sich jetzt schon zwei mal so einen vorgeknöpft. Ein mal wurde ich von dreien beschimpft und angespuckt und ein mal haben zwei gedroht den Hund umzubringen. Ach wie gut das niemand weiß, dass Mann immer ein Auge auf mich hat. Wer bezahlt eigentlich deren Zahnarztrechnungen?"
528,0,1,0.641,0.641,"Hier seht Ihr einen IS Convoy der vom US Militär Hubschrauber begleitet wird !!!!!
[@URL]"
