index,true_label,predicted_label,confidence,predicted_proba,text
322,1,0,0.9595,0.9595,"Allen, die argumentieren, es gäbe ja nur wenige Muslime in bestimmten Regionen oder sie seien allgemein eine Minderheit, sei gesagt, dass eine Islamisierung nicht von der Anzahl der Muslime abhängt, sondern: ""Islamisierung drückt nach unserem Verständnis die wachsende Bereitschaft des nichtislamischen bzw. des säkular geprägten Teils der Gesellschaft aus, den angeblichen, vermuteten oder wirklichen Bedürfnissen der Muslime stärker Raum zu geben als dies sonst bei anderen bzw. überhaupt bei Religionen der Fall wäre, und zugleich in stärkerem Maße, als es proportional dem muslimischen Bevölkerungsanteil entspricht. In diesem Sinne ist unter Islamisierung auch mehr eine Handlungsweise aus der Mitte der nichtmuslimischen Gesellschaft heraus zu verstehen als eine aktive der Muslime selbst."" Bitte teilen und liken Sie diese Seite für sachliche Aufklärung und Dokumentation der real existierenden Islamisierung. [@URL]"
843,0,1,0.9385,0.9385,"Viele Grüße nach Sachsen und Danke für das was ihr jeden Montag auf die Straße bringt. Wir gehen am 15.01.2016 (erstmalig) in Paderborn, Prov. Westfalen, auf die Straße."
919,0,1,0.9326,0.9326,Aua...Schmerz lass nach...
632,1,0,0.9287,0.9287,"Bitte teilen! Dieses Beitrag enthält keine Unwahrheiten. Alle hier aufgelisteten Fakten stammen von der Sächsischen Zeitung bzw. dem Verlag dd.vg selbst bzw. sind auf wikipedia (keine Gewähr!) nachzulesen. Dieses Beispiel zeigt die Macht der Medien und sie ist nicht unschuldig am ""Unwort der Jahres 2014""."
437,0,1,0.928,0.928,FANGEN S?E M?T DER TÜRKE? AN  NATO M?TGL?ED UND MORDET ?N KURD?STAN ... SCHAUEN S?E AN D?E WAENDE  ?N KURD?STAN WAS D?E TÜRK?SCHE M?LL?TAER AN D?E WAENDE SCHRE?BT... ?S?S  CHEF TÜRKE?  MR.. ERDOGAN.
1279,0,1,0.925,0.925,"einatmen, ausatmen, einatmen, ausatmen, etc.?"
557,0,1,0.9214,0.9214,ab 5:20 min Merkel muss weg (Y) [@URL]
897,0,1,0.9185,0.9185,Heimatkunde sollte man wieder einführen ??
679,1,0,0.9165,0.9165,Darum morgen Stiglmaierplatz statt Feierabend am Badesee!
539,0,1,0.9146,0.9146,"An den Herren mit dem Fakeprofil, lesen ist ein tolle Gabe. Bitte meine Posts lesen und dann antworten, aber stumpf hetzen zählt nicht."
595,1,0,0.9116,0.9116,"Thomas Miles ,trink Du Dein Weissbier,Bild dazu lesen,nebenbei RTL,ZDF,etc.schauen.Das passt schon."
947,0,1,0.9067,0.9067,"Es wird in Dresden keine Ahmadiyya Moschee geben, das wird sowas von nach hinten losgehen! Selbst die Stubenhocker und die Schlafschafe werden durch so eine Aktion hell wach werden, die geplante Dresdner Mosche wird noch mehr Leute mobilisieren und auch die Ziele der Moslems (das kreuz zerbrechen, die welt islamisch machen) werden in den Mittelpunkt rücken, daher finde ich es gut! Es wird ein ganz großes Thema und im Zuge von islamischen Terroranschlägen, den Sex Attacken auf unsere Frauen durch illegal eingereiste Moselms und so weiter wird den Islam als das bloßstelllen was er ist, nämliche ein hasserfüllter, faschistoider Todeskult! PS. So, Mauermörder-Stasi-Kahane  und Maas mit den hohen Absatzschuhen jetzt könnt ihr löschen!"
532,0,1,0.9023,0.9023,Strietzelmarkt bleibt und ist wie er heisst wem es nicht passt verpisst euch aus Deutschland
621,0,1,0.89,0.89,"Wahnsinn......Klasse!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Habe heute auf dem Pendlerparkplatz in BZ Fahrgemeinschaften gesehen, wie sie gutgelaunt ins Auto stiegen. Weiter so!"
886,0,1,0.8877,0.8877,"lebe in canada... fact ist: eine reisewahrnung vor/wegen euch gibt es nicht....
ihr seit hier unbekannt. bitte richtig informieren"
384,1,0,0.885,0.885,"und wieder einmal haben Sie eine Information nicht hinterfragt. Googeln nach ""Kampgane""+""Fluchthelfer"" liefert diverse Infos. Die Kampagne hat mitnichten etwas mit einem amerik. Think-Tank zu tun... Ein Ergebnis der Suche: [@URL] Aber Hauptsache, man hat eine Seite gefunden, die die eig. Vorurteile bestätigt!"
514,0,1,0.881,0.881,"Polizei ins Gesicht. Jetzt schrein alle auf, sehr viele Menschen wusten das es nicht zuhändeln ist. Die haben ihre Gewalt brutalität und Mentalität mitgebracht. Es wird sich niemand hier eingliedern, die Flüchtlinge werden hier ihre eigenen Gesetze machen"
1146,1,0,0.879,0.879,"ach  übrigens: unsere (blonde) Flintenuschi hält ja nun wg. der *Flüchtlingskrise* ca. 4000 Solaten (Reservisten) in Rufbereitschaft.. JUNGS, IHR SEID VEREIDIGT WORDEN !! TEXT VERGESSEN ?!  Welchen Befehlen wollt Ihr folgen ?!"
504,1,0,0.8735,0.8735,"Wer den öffentlichen Verkehr behindert oder gefährtet, wird rigoros entfernt und zur Verantwortung gezogen, notfalls sollte man eben auch Gewalt anwenden in dem Maße wie es notwendig ist, damit diese Leute es endlich begreifen das sie in einer zivilisierten Welt sind und nicht in Hinter Timbuktu Land sind wo es null Regeln Und Gesetze gibt."
302,0,1,0.873,0.873,Das will keiner und die gehören in ihr Land und dort sollen sie bleiben
294,1,0,0.8726,0.8726,"Es sollten lieber eigene Fachkräfte ausgebildet werden, anstatt die billigen Fachkräfte aus dem Ausland vor zu schieben! Mal bissel mehr Geld in die Bildungspolitik als in die Asylpolitik, und schon gäbe es auch mit deutschen Fachkräften eine Zukunft!"
792,1,0,0.862,0.862,Bravo Angola ... mehr Länder müssten dem Beispiel folgen :-)  ... [@URL] ...
1323,0,1,0.8535,0.8535,"Oh da musst du mal die gegendemo hören, was die brüllen geht noch weniger.aber das wird ja nicht gehört und von den medien verschwiegen!und Fäkalsprache wird ja auch hier von den sogenannten Gutmenschen gebraucht, mal alles lesen!und wer lesen und denken kann ist im Vorteil!"
714,0,1,0.8506,0.8506,Die sollen ihre Minarette in Arabistan bauen. Von wegen Integration. Wäre es doch nie zur Wiedervereinigung gekommen.
429,0,1,0.834,0.834,lass es einfach...
1019,0,1,0.8296,0.8296,"Kleine Umfrage! ;) Wer sind die wirklich Dummen? Und sind Frau Merkel und Herr Seehofer auch Nazis?Bin ein wenig verwirrt ;) Ansehen und für die langsam denkenden, kurz nachdenken und entscheiden.   [@URL]"
725,0,1,0.8267,0.8267,"Sachsen, ihr seid die Hoffnung Deutschlands und die Speerspitze des Widerstandes, der durch eu nur wachsen wird!!"
1176,0,1,0.8247,0.8247,"helmut, diese seite ist auch fuer nicht-fn-mitglieder offen. man weiss also nicht, wer da so schreibt.
aber, leider, gibt es auch noch fn-mitglieder und fn-sympathisanten, die irgendwelche ideen haben, denen man nicht folgen sollte.
es gibt in frankreich wahlbeobachter, die wahlbetrug eigentlich unmoeglich machen.
lass die leute reden, wenn sie es brauchen....."
583,0,1,0.8237,0.8237,Theo Brenner Suchen Sie mal einen Pathologen auf damit er Ihren Hirntod bestätigt !
876,1,0,0.8193,0.8193,"Man sollte den Artikel auch lesen!! Das hat Pegida sarkastisch gemeint. Niemand hat einen rechtsradikalen Hintergrund gewittert. Zitat:   ""Wir gehen von einer Auseinandersetzung unter Heimbewohnern aus und können einen politisch motivierten Hintergrund ausschließen"""
982,0,1,0.8086,0.8086,Nur zusammen sind wir stark und können was erreichen
513,0,1,0.801,0.801,"sehr interessant, schaut hier mal rein PEGIDA (Y)"
921,1,0,0.79,0.79,"Die deutsche Arbeitsagentur wird im Wesentlichen aus den Beiträgen der sozialversicherungspflichtig tätigen Arbeitnehmer und deren Arbeitgebern finanziert. Frei nach der Logik: ""Wessen Brot ich eß, dessen Lied ich sing..."" bedeutet dies für mich, dass die Arbeitsagentur die Interessen der deutschen Arbeitnehmer und Arbeitgeber sowie der 3 Mio. deutschen Arbeitslosengeld-I-Empfänger vertreten sollte. Damit dürfte diese Behörde mehr als ausgelastet sein. Kommentare über PEGIDA oder andere politische Erscheinungen stehen diesen Leuten nicht zu, genau so wie den Vertretern der IHKs und der Handwerkskammern. In den Chefetagen dieser von keinem benötigten Wasserkopfinstitutionen sitzen unnütze Leute, die von unserem Geld leben und sich dafür das Recht herausnehmen, uns zu sagen, was wir in unserer Freizeit zu tun und zu lassen haben. Also wir sehen uns am Montag 18.30 Uhr Dresden Neumarkt!"
708,0,1,0.78,0.78,Finde Pegida muss verboten werden. Hab gehört gibt's auch nicht in Angola.
188,0,1,0.776,0.776,"wofuer, eddie. ich bin heute abend einer der gluecklichsten menschen und habe es gebraucht, euch das zu schreiben.
ich muss euch also danken, wenn es euch interessiert.
ok, ich bin schon halb besoffen aber trotzdem.....
bleibt dran, liebe pegida-freunde, ihr koennt was aendern. der FN hat 40 jahre gebraucht. im jahre 2022 gewinnen wir vielleicht die praesidentschaftswahlen.....
Ihr koennt das. ganz sicher."
1268,0,1,0.7744,0.7744,"Schwulenhaußen ...??? Finger in den Po, Bahnhofsklo ...?"
1156,0,1,0.772,0.772,PEGIDA gebt acht wer sich in euren Reihen tummelt!!!
1242,0,1,0.7627,0.7627,"diese Nachricht steht bei Fotos bitte: 

6 válasz
.

Irreligious Libyans ?????? ?? ??????,?????? ?? ?????? - ?????? ?????????? One day these muslims will force the europeans out of their country where they will only give them the 3 following choices:
- Either turn muslim 
- Pay a ransom(jizya)...B?vebben
Egy nap ezek a muzulmánok kényszeríti az európaiak a ország, ahol csak adj nekik a 3 következ? választások:
- vagy fordulj muszlim
- váltságdíjat fizetni (jizya)
- a halál

Automatikus fordítás

Tetszik · Válasz · 2 órája"
497,0,1,0.761,0.761,"Wer ist eigentlich auf dieser Welt alles ""Wir"" ich dachte immer WIR sind in Deutschland und nicht im ""Wir"" Land das allen scheinbar gehört,...jeder darf hier lauthals seine Meinung kund tun, darf fordern und einkassiern, uns Belehrungen und Massregeln erteilen,  auf unsere Kosten gut leben...jeder von den neuen und alten WIR hat noch ein Reserveland im Ärmel, in dem seine Wurzeln sind,  auf das er zurückgreifen kann wenn es ihm im WIR-Deutschland zu eng wird....Liebe Neu und alt WIR-Bürger...solch ein Land haben WIR-Deutschen nicht...wir haben nur unser Deutschland....das von Euch gerade dem Erdboden gleich gemacht wird."
576,0,1,0.7603,0.7603,"(Video, 1 min) Asylantenheim in Suhl soll zum Schutz der Bevölkerung umzäunt werden [@URL]"
902,0,1,0.76,0.76,"so muss das aussehen wie in ungarn. aber hier werden sie in wohnsiedlungen usw. gebracht...damit wir deutschen denen näher sind und freundschaften schliessen...mal zum kaffee einladen und schach spielen, messer werfen..."
1335,0,1,0.755,0.755,Gebt es nicht zu zeitig bekannt sonst hat irgentwer wieder irgentwo was zu melden von der stattregierung  und wenn die es weiß bittet um Geheimhaltung bis Sonntag am besten Montag Mittag dann kann keiner mehr was ändern vonwegen terorrandrohung und und und
489,0,1,0.753,0.753,"I LOVE GERMANY  , I LOVE GERMAN ...."
560,0,1,0.742,0.742,weiter so.....Björn for Kanzler......Klasse Rede weiter so.....wie Honni schon sagte Vorwärts immer Rückwärts nimmer
1001,1,0,0.7256,0.7256,Raussssssssss!!! Schnell
171,1,0,0.7188,0.7188,"so alle mal den ball flach halten..das problem ist, das die flüchtlinge mit anderen flüchtlingen teilen müssen..da fängt es schon mal an..aber laut artikel sind wir deutschen schuld am tod des marokkaners, weil er sich dort mit ca 270 anderen flüchtlingen die unterkunft teilen muss..ERGO ????? jeder flüchling bekommt ab sofort ein EIGENHEIM und hat dann endelich ruhe und sicherheit und wird nicht mehr von seinen leidensgenossen abgestochen ..basta"
1185,0,1,0.7134,0.7134,"So langsam kommt einiges ans Tageslicht. . . . . 

#PEGIDA #GekommenUmZuBleiben #DresdnerThesen"
117,1,0,0.712,0.712,"naja,die Flüchtlingsaufnahme ist freiwillig und Ungarn hat schon abgelehnt,welche aufzunehmen.Trotzdem ist es erstaunlich,dass man auch der Visafreiheit der Türkei einstimmig zustimmte.Die können dann zu Millionen legal einreisen und auch nach Ungarn..Orban weiß vielleicht,dass sowieso keiner nach Ungarn kommen wird.Dass aber alle mit JA gestimmt haben und kein Veto eingelegt haben,verwundert doch..Wenn man Brüssel in die Knie zwingen will,,muss man überall sein. Veto einlegen.
Ich halte Orban für einen guten Mann..Seine Rede und sein JA zum Türkendeal geben trotzdem Rätsel auf..Man sollte dies auch hinterfragen und nicht alles schön reden!"
479,0,1,0.707,0.707,"Weiter so!!! Ich hoffe, daß wenigstens der Ostteil Berlins irgendwann mit zieht!"
732,0,1,0.695,0.695,Es dauert nicht mehr lange.Dann wird in der ganzen Welt gewarnt nach Deutschland zu reisen.Wegen erhöhter Terrorgefahr!
187,0,1,0.6943,0.6943,"...guten Morgen,liebe Britta: ...verrate uns doch bitte, aus welchem Jahrhundert Du bist??? Vielleicht können wir von Dir etwas lernen!Schönen Tag noch! Calle"
506,0,1,0.6943,0.6943,Geb ich dir Recht und bitte die Auswahl der Redner richtig treffen... Keine fehler mehr machen
821,1,0,0.69,0.69,"JETZT 
DIESES JAHR 
BRAUCHEN WIE JEDEN AUF DER STRASSE!!!"
997,0,1,0.689,0.689,"Frau Fensterling das war Deutschland mit Waffenlieferungen u.Panzern etc. an erster Stelle, wo wollen Sie Sanktionen verhängen? Frankreich u.ihre Fremdenlegion auch die Briten sind mit der USA in die Länder Lxbiens, Irak, Syrien usw.gezogen. Fuer wen sollen Sanktionen gelten??? Habe das jetzt nicht verstanden? Die Merkel war bisher die Einzige mit der Abstimmung der Regierung nicht in den Irak,Syrien u.Lybien zu ziehen. Deshalb haben wir in Deutschland noch keinen Terror gehabt!  Informieren Sie sich, denn wo sollte es dann greifen,die Sanktionen??? Nur als Info,ich stehe zu Pegida!"
596,0,1,0.6836,0.6836,"ACHTUNG FAKEBILD! 

?????? Was für peinliche Schwachköpfe da wieder ihren geistigen Müll ablassen,einfach sensationell! Da wollen sich linksgrünfaschistische Volldeppen mit einem Fakebild über uns lustig machen und machen sich damit selbst herrlich zum Gespött der Nation! ??????

Diese geistigen Tiefflieger haben wirklich null Peilung und wissen offensichtlich nicht wofür ""Striezel"" und Striezelmarkt steht? 

Hey Ihr Luftpumpen, kurze Aufklärung über die Kultur und christliche Werte, das Christbrot, auch Striezel oder Stollen genannt, gab dem am Montag vor Weihnachten stattfindenden Markt um 1500 den Namen Striezelmontag! 

Der Christstollen oder Weihnachtsstollen ist ein brotähnlicher Kuchen, der – dick mit Puderzucker bedeckt – an das gewickelte Christkind erinnern soll. 

Der Name STRIEZELMARKT steht also genau wie Weihnachtsmarkt ganz klar für die christlich geprägte Kultur des Abendlandes!

#HooligansGegenSatzbauIQ0 ##MerktEuchDieNamen #LinksfaschistenStoppen #KeinFussBreitLinkenFaschisten #SAntifa"
237,1,0,0.6826,0.6826,"Soo viele positive Feedbacks!!! Der Kampf geht weiter!!! UNSER LAND, UNSERE REGELN!!!"
822,0,1,0.663,0.663,Wir sind in Deutschland und brauchen keine Moscheen die sollen sich anpassen würden wir eine Kirche in Saudi Arabien oder Türkei aufstellen wäre die schnell in Flammen
1199,1,0,0.658,0.658,"Dieter Blank ahja, nur weil wir hier friedlich leben wollen und nicht wollen, dass es noch schlimmer wird, sind wir also blöd. wirklich tolle logik. wenn ich sehe, dass ein herr maas die strafe für mord weiter runter setzen will, geht mir das messer in der tasche auf. ein menschenleben ist hier also nichts mehr wert ... schon allein deswegen werde ich die afd wählen... unsere gesetze und strafen sind eh schon jetzt viel zu lasch .. die müssen dringend verschärft werden, damit die täter nicht lachend aus dem gerichtssaal laufen... [@URL]"
175,0,1,0.6567,0.6567,"Hab ich mir doch gleich gedacht. Nicht konform und nicht leicht formbar. Herr Tillich, ich verstehe die Problematik. Da beschimpft man die  nach allen Regeln der Kunst als Pack, Nazis, Rassisten, Doofe, Idioten, und keiner sitzt heulend in der Ecke und fleht euch an, wieder lieb sein zu dürfen. Keiner will euch gehorchen. Wenn ihr sagt irgendetwas ist so, trauen die sich doch glatt, sich zu informieren, eine eigene Meinung zu haben und euch zu widersprechen. Das muss ein Ende haben. Da hilft wirklich nur ""politische Zwangsbildung"". Ein Tipp: informiert euch doch mal bei die Scientologen. Die haben doch so ein ausgefeiltes Gehirnwäsche-Programm. Das müsste doch auch bei Sachsen funktionieren."
957,0,1,0.6494,0.6494,Wir Sorgen dafür das Dresden Montag Bunt ist . Jetzt erst Recht !!! Pro Pegida/LEGIDA
835,0,1,0.646,0.646,"Träume weiter Jens Kopp...hier gibt es keine friedliche Lösung mehr...selbst in unserem kleinem Nest mussten die offenen Supermärkte schon mit Security bewacht werden...die Ausländer hatten Ausgangsverbot, als bei uns Stadtfest war...die sind schon so organisiert, das sie nur Märkte ohne Video besuchen...kommen rein mit leeren Taschen und gehen raus mit Vollen..."
1136,1,0,0.6294,0.6294,"Ich erinnere mich bei dieser Gelegenheit an das Märchen von Hänsel und Gretel, da bat Gretel die böse Hexe zuerst in den Ofen zu klettern um die Temperatur zu prüfen um sie dann gepflegt im Ofen zu braten,genau das und nichts anderes empfehle ich auch mit Frau Merkel zu machen wär doch mal ne Maßnahme! ??????"
631,1,0,0.6157,0.6157,Til Schweiger boykottieren
1233,0,1,0.592,0.592,Wir brauchen diese Leute unbedingt in Deutschland ??
673,1,0,0.5913,0.5913,Einfach weiter fahren dann machen die es nie wieder
219,1,0,0.574,0.574,"Polen/ Warschau // Hallo Chaos – Refugees, dann würden eure “Triller“ aus der Schnauze fallen ! Seht euch nur die ersten Sekunden an. Mehr könntet ihr sowieso nicht erkennen ! ?  [@URL]"
940,0,1,0.5737,0.5737,"Ich habe jetzt nur Angst und bitte lasst mich nicht Recht haben bitte bitte bitte.....wenn die, die Grenze nicht mehr halten können und diese Gestürmt wird...diese Horde auf die Polizisten gehen und nur einer die Nerven verliert....und einen oder mehrer Erschiesst dann wird es von innenherraus sowas von abgehen wenn die, die schon hier drinne sind erfahren das auf einen  Ihrer ""Brüder"" geschossen wurde....dann is hier Land unter! ES DREHT SICH MIR DER MAGEN UM bei dem Gedanke"
1309,0,1,0.561,0.561,Es muss weiter gehen
1089,0,1,0.5493,0.5493,Wir stehen alleine da...soviel zm thema vereinigtes europa....Mann könnte dieses problem in ein tag lösen...aber die starken (merkel und co) möchten es nicht lösen.....denn die wolken Europa und das Christentum zerstören. ....
511,0,1,0.5454,0.5454,Gesch... drauf. ANTIFA sollte als Warnung drauf stehen
858,0,1,0.5303,0.5303,Party im Vogel Käfig beendet! Dreckspack
1122,1,0,0.528,0.528,"Schotten dicht, sofort!"
736,0,1,0.515,0.515,"Extreme schenkelklopfing: den Merkel muss weg... ich brech ab! :-) Ihr, liebe junge Deutsche! Du Vollpfosten!! :-)"
499,0,1,0.51,0.51,Wir 2 sind doch eh bald islamisiert... dann kämpfen wir für dieselbe Sache :)
