index,true_label,predicted_label,confidence,predicted_proba,text
504,1,0,0.8403,0.8403,"Wer den öffentlichen Verkehr behindert oder gefährtet, wird rigoros entfernt und zur Verantwortung gezogen, notfalls sollte man eben auch Gewalt anwenden in dem Maße wie es notwendig ist, damit diese Leute es endlich begreifen das sie in einer zivilisierten Welt sind und nicht in Hinter Timbuktu Land sind wo es null Regeln Und Gesetze gibt."
718,1,0,0.837,0.837,"Wir alle wußen, dass auf Pegida schwere Zeiten zu kommen. Daher jetzt bitte nicht den Mut verlieren, denn unser Land ist fast hilflos den Multi-Kulti Fanatikern ausgesetzt und brauche uns zur Stunde mehr denn je."
1145,0,1,0.8306,0.8306,Jetzt seht ihr mal das Wahre Gesicht der Flüchtlinge wie Agressiv sie sind obwohl sie schon lange in Sicherheit sind naja sie werden einen weg nach Germoney finden garantiert.
503,0,1,0.817,0.817,Macht  weiter so. ....
888,1,0,0.809,0.809,"Herr Putin,wenn Sie in Syria fertig sind befreien sie Europa, wir wollen keinen Ami mehr. Die Besatzer raus!"
958,0,1,0.8076,0.8076,Schwachsinn..... jetzt umso mehr wir geben nicht auf ! wir haben ein Ziel und halten voll drauf !!! :) PEGIDA !!!!
1016,0,1,0.806,0.806,"Reine Wirtschaftliche Interessen. Die Amis wollen mit ihrem Gendreck unbedingt mehr nach Europa. Wollen Geld machen. Profit regiert die Welt. Und das wollen die Säcke, die Welt beherrschen. Billig herstellen und für teuer veräußern. So funktioniert der Kapitalismus. Die Flüchtlingsflut ist dabei enorm hilfreich, billige Arbeitskraft, Ablenkung und Destabilisierung."
216,1,0,0.772,0.772,"Wie Lange wollt ihr Euch den schleichenden Untergang dieses Landes noch ansehen ? Handelt !!! Heult nicht ??Schluss mit Grenzüberschreitenden Diebstählen,kriminellen Migrantenbanden und vielem mehr.Das ist kein Schönes Land mehr."
938,1,0,0.7627,0.7627,Ein Asylant ist respektlos ? heeeeeeee schalt mal den TV aus und mach beide Augen auf !
900,0,1,0.7617,0.7617,Stechen sich gegenseitig ab.
951,0,1,0.7544,0.7544,"Islam gehört zum Deutschland. Und deswegen, müssen wir sowas mit unseren Steuergelden mitfinanzieren !!!  [@URL]"
1279,0,1,0.744,0.744,"einatmen, ausatmen, einatmen, ausatmen, etc.?"
787,1,0,0.7373,0.7373,Weiter so!!!!!
1001,1,0,0.734,0.734,Raussssssssss!!! Schnell
716,0,1,0.7236,0.7236,Aber nicht der Presse immer wieder Benzin geben
933,1,0,0.7207,0.7207,AUTODEFENSA!
740,0,1,0.7197,0.7197,"Das ist eine der hässlichen Eigenschaften der Deutschen. Nach unten treten und nach oben kriechen. Wenn du (Lutz) das sagst, bist du ein Nazi, aber wenn er das sagt? Das hat damit zu tun, dass sich die wenigstens Deutschen auf ihren eigenen Kopf verlassen. Das braucht Mut. Und der fehlt uns noch. Also weiter, immer weiter, bis zum Endsieg, der totalen Abschaffung des derzeitigen Systems. Bleibt nur die Frage, ob das eine Mehrheit wirklich will. Denn auch dazu braucht man ja Mut. Den haben wir Ostdeutschen vielleicht, aber die Wessis? Leben immer noch wie früher und wollen daran am liebsten auch nichts ändern. So bräuchten wir eine eigenen Partei, die im Geiste der neuen Ossis auftritt: Selbstbewusst und ohne Angst. Den Rest gibt es wie immer hier: 
 [@URL]"
1122,1,0,0.6743,0.6743,"Schotten dicht, sofort!"
924,0,1,0.67,0.67,"Wo ist denn das Eigeninteresse (das garantiert jeder Staat hat der sich dort unten beteidigt, also auch (!!!) Rußland) von den Russen? - In diesem Fall wohl eher dem Spuk dort unten ein schnelles Ende zu bereiten. Unser herr steinmeier fliegt lieber rüber und verscherbelt vorher die Waffen mit dem der IS jetzt zurück schiessen kann. - Und natürlich wird Putin auch sein Geschäft mit Assad im Kopf haben. Aber erst einmal tut Er was notwendig ist um überhaupt erst mal eine Basis zu finden."
145,1,0,0.667,0.667,"Anstatt immer wieder Fachkräfte aus dem Ausland anwerben zu wollen sollten die doch mal
Lieber hergehen und alle hier lebenden die ohne Fachausbildung sind die Möglichkeit geben sich entsprechend auszubilden. Es gibt sehr viele die in ihrer Jugend vieles versäumt haben aufgrund von falschen Freunden etc. die sollte man eher mal auf die richtige Bahn bringen und ne vernünftige Ausbildung anbieten damit die auch mal für sich selbst sorgen können"
175,0,1,0.66,0.66,"Hab ich mir doch gleich gedacht. Nicht konform und nicht leicht formbar. Herr Tillich, ich verstehe die Problematik. Da beschimpft man die  nach allen Regeln der Kunst als Pack, Nazis, Rassisten, Doofe, Idioten, und keiner sitzt heulend in der Ecke und fleht euch an, wieder lieb sein zu dürfen. Keiner will euch gehorchen. Wenn ihr sagt irgendetwas ist so, trauen die sich doch glatt, sich zu informieren, eine eigene Meinung zu haben und euch zu widersprechen. Das muss ein Ende haben. Da hilft wirklich nur ""politische Zwangsbildung"". Ein Tipp: informiert euch doch mal bei die Scientologen. Die haben doch so ein ausgefeiltes Gehirnwäsche-Programm. Das müsste doch auch bei Sachsen funktionieren."
822,0,1,0.659,0.659,Wir sind in Deutschland und brauchen keine Moscheen die sollen sich anpassen würden wir eine Kirche in Saudi Arabien oder Türkei aufstellen wäre die schnell in Flammen
1176,0,1,0.6562,0.6562,"helmut, diese seite ist auch fuer nicht-fn-mitglieder offen. man weiss also nicht, wer da so schreibt.
aber, leider, gibt es auch noch fn-mitglieder und fn-sympathisanten, die irgendwelche ideen haben, denen man nicht folgen sollte.
es gibt in frankreich wahlbeobachter, die wahlbetrug eigentlich unmoeglich machen.
lass die leute reden, wenn sie es brauchen....."
7,1,0,0.6523,0.6523,"Grenze ( DDR ) wieder hoch , sollen die Ideoten unter sich bleiben .
Vieleicht nimmt Putin uns wieder zurück , im osten war nicht alles schlecht und das was wir wollten haben wir ja ."
330,1,0,0.6475,0.6475,"Hallo, sehr geehrtes Pegida Team, 

mein Name ist Sonja. Ich wende mich an Sie, weil ich Angst habe und weil ich total verzweifelt bin. Es wird hier in Deutschland von Tag zu Tag alles schlechter: Wenn man krank ist, man bekommt nicht mehr die notwendige Hilfe. Es ist kein Geld da, heißt es. Die Kriminalität wächst von Tag zu Tag. Von Islamisten bin ich bereits mehrmals umzingelt, ausgeraubt und angegriffen worden. Man traut sich nicht mehr aus dem Haus. Die Stimmung in der Bevölkerung wird zunehmend schlechter. Das steckt an und zieht jeden Einzelnen deutschen Bürger runter. Es raubt Kraft und Energie, die man nicht hat. Alles dreht sich nur noch um die Flüchtlinge und Asylanten. Sorry, ich kann es echt nicht mehr ertragen, wie viele andere auch nicht mehr. Wie es den deutschen Mitbürgern geht, ist der Regierung total egal. Ich fühle mich als Deutscher nur noch 2. Klasse. Ich bin sehr krank und habe sehr Angst, wie es mit der Gesundheitsreform weitergeht, weil das Gesundheitssystem durch die Flüchtlinge und Asylanten sehr stark belastet wird. Auch wird alles in Deutschland teurer werden. Der Lebensstandard jedes Einzelnen nimmt drastisch ab, weil die Regierung uns das Geld aus der Tasche ziehen, um die Flüchtlinge/Asylanten zu finanzieren. Ehrlich gesagt kann ich jeden Einzelnen verstehen, der sich in irgend einer Form dagegen wehrt. Ich habe keine Kraft mehr. Ich habe Angst vor einer Islamisierung. Ich appelliere an eine rechte Partei, wie die Pegida, dass der Wahnsinn endlich ein Ende hat. Bitte setzt alles daran, dass die Islamisten unser Land ganz schnell verlassen müssen, damit es für Deutsche in Deutschland wieder lebenswert ist. Vielen Dank.

Viele Grüße, 
Sonja Lehner"
736,0,1,0.647,0.647,"Extreme schenkelklopfing: den Merkel muss weg... ich brech ab! :-) Ihr, liebe junge Deutsche! Du Vollpfosten!! :-)"
506,0,1,0.643,0.643,Geb ich dir Recht und bitte die Auswahl der Redner richtig treffen... Keine fehler mehr machen
1063,1,0,0.6387,0.6387,Movimento dei Forconi ist eine italienische Facebook Seite Übersetzt heisst das Mistgabelbewegung. Mal reinschauen.
886,0,1,0.636,0.636,"lebe in canada... fact ist: eine reisewahrnung vor/wegen euch gibt es nicht....
ihr seit hier unbekannt. bitte richtig informieren"
848,0,1,0.631,0.631,"und solche wie volker sind die ersten die dann jammern wenn es um seinen kragen geht, dann um hilfe rufen"
1301,0,1,0.628,0.628,raus
424,1,0,0.6143,0.6143,sollen sie nur ordentlich bomben reintun. Auf daßdie schwarzen Affen eingeheizt kriegen.
341,0,1,0.606,0.606,Wem es nicht passt - einfach zurück in die Heimat!
572,0,1,0.5996,0.5996,Schweinegülle
982,0,1,0.597,0.597,Nur zusammen sind wir stark und können was erreichen
897,0,1,0.5625,0.5625,Heimatkunde sollte man wieder einführen ??
418,0,1,0.5625,0.5625,"Der Mannn ist völlig verwirrt, sein Gedächtnis funktioniert nicht - das nennt man frühsenil. Die Petition zum Verboi der Grünen gibt es hier:  change.org   °\°"
511,0,1,0.562,0.562,Gesch... drauf. ANTIFA sollte als Warnung drauf stehen
1089,0,1,0.5483,0.5483,Wir stehen alleine da...soviel zm thema vereinigtes europa....Mann könnte dieses problem in ein tag lösen...aber die starken (merkel und co) möchten es nicht lösen.....denn die wolken Europa und das Christentum zerstören. ....
743,1,0,0.548,0.548,"Es ist traurig wenn Patrioten verzweifelt aber mit Herz für ihr Vaterland kämpfen, bleibt nicht in euren Stuben Deutsche nur so könnt ihr eure Heimat noch retten ,es ist 5nach 12!"
1156,0,1,0.5444,0.5444,PEGIDA gebt acht wer sich in euren Reihen tummelt!!!
557,0,1,0.5337,0.5337,ab 5:20 min Merkel muss weg (Y) [@URL]
386,0,1,0.523,0.523,"[@IND] : Wenn hier das GG angesprochen wird .... Wo bleibt es denn, wenn es um Meinungs- und Demonstrationsfreiheit geht. Unser Grundgesetz wird doch zur Zeit mit Füßen getreten!!! s. Demonstrations-Verbot in Dresden und Störungen der Demons, sogar noch von ""oben"" gefördert und bezahlt."
237,1,0,0.5107,0.5107,"Soo viele positive Feedbacks!!! Der Kampf geht weiter!!! UNSER LAND, UNSERE REGELN!!!"
